Listing,Lat,Lon,Address,City,Type,List_Price,Sold_Price,Bedroom,Bathroom,Garage,Tax,Maintenance,Age,Size,Lot_Size,Days,List_Date
W4666655,43.6512949,-79.4933967,Unit 406 - 30 Old Mill Rd,Etobicoke,Condo Apt,1692000,1590000,2+1 Bedroom,3 Bathroom,1 Garage,7161,$1228/month,0-5,1400-1599 feet²,,20,2020-01-13
W4698626,43.53331,-79.60717,987 Red Pine Cres,Mississauga,Detached,1500000,1500000,4+1 Bedroom,4 Bathroom,2 Garage,7424,,-,2750 feet²,64 x 120.00 feet,6,2020-02-21
W4652422,43.5801343,-79.6235989,Unit 201 - 155 Hillcrest Ave,Mississauga,Condo Apt,479900,455800,1+1 Bedroom,1 Bathroom,1 Garage,1702,$615/month,-,900-999 feet²,,23,2019-12-12
C4764500,43.65359,-79.36878,Unit 405 - 320 Richmond St E,Toronto,Condo Apt,749000,735000,2 Bedroom,2 Bathroom,1 Garage,2553,$534/month,-,800-899 feet²,,14,2020-05-19
N4742837,43.89621,-79.23417,75 Morning Dove Dr,Markham,Detached,1098000,1166000,4 Bedroom,4 Bathroom,2 Garage,5846,,16-30,2500-3000 feet²,36.39 x 114.29 feet,17,2020-04-14
N4663770,43.7983975,-79.5833825,Unit 321 - 199 Pine Grove Rd,Vaughan,Condo Townhouse,625000,615000,2 Bedroom,2 Bathroom,1 Garage,0,$212/month,0-5,1000-1199 feet²,,7,2020-01-09
W4664761,43.72627,-79.70306,48 Elrose Rd,Brampton,Detached,799999,782000,3+3 Bedroom,4 Bathroom,0 Garage,4450,,31-50,1100-1500 feet²,46.36 x 120.00 feet,21,2020-01-10
W4770440,43.72251,-79.83071,21 Whitepoppy Dr,Brampton,Detached,929700,920000,4 Bedroom,4 Bathroom,2 Garage,5600,,-,2000-2500 feet²,38.06 x 102.36 feet,2,2020-05-26
N4685178,43.86405,-79.22146,9 Boswell Rd,Markham,Detached,1249900,1238000,4+1 Bedroom,5 Bathroom,2 Garage,5632,,-,2500-3000 feet²,49.25 x 95.44 feet,19,2020-02-05
C4702124,43.63721,-79.40069,Unit 414 - 15 Bruyeres Mews,Toronto,Condo Apt,739900,800000,2 Bedroom,2 Bathroom,1 Garage,2546,$695/month,6-10,800-899 feet²,,6,2020-02-26
W4699162,43.59282,-79.68215,1010 Windsor Hills Blvd,Mississauga,Detached,1099000,1067000,4 Bedroom,3 Bathroom,2 Garage,5306,,16-30,2250 feet²,34.45 x 109.91 feet,20,2020-02-21
E4698564,43.83989,-79.23134,34 Mac Frost Way Rd,Scarborough,Freehold Townhouse,799000,910000,4 Bedroom,3 Bathroom,1 Garage,3816,,-,1750 feet²,25.92 x 98.46 feet,6,2020-02-21
C4695279,43.76047,-79.45669,108 Clifton Ave,North York,Detached,1199000,1130000,3+2 Bedroom,2 Bathroom,1 Garage,4865,,-,1300 feet²,52.2 x 115.00 feet,8,2020-02-17
N4698970,43.79319,-79.4538,338 Conley St,Vaughan,Detached,1099000,1135000,3+1 Bedroom,4 Bathroom,2 Garage,4952,,-,2250 feet²,39.46 x 104.86 feet,14,2020-02-20
C4667660,43.64882,-79.37805,Unit 3206 - 1 King St W,Toronto,Condo Apt,409000,502000,0 Bedroom,1 Bathroom,0 Garage,3704,$661/month,-,0-499 feet²,,10,2020-01-14
C4661493,43.71203,-79.37671,Unit 107 - 1801 Bayview Ave,Toronto,Condo Apt,729000,715000,2+1 Bedroom,2 Bathroom,2 Garage,2473,$1021/month,16-30,900-999 feet²,,22,2020-01-06
N4759243,43.99239,-79.44847,287 Deerglen Terr,Aurora,Detached,1240800,1225000,3+1 Bedroom,3 Bathroom,2 Garage,6614,,-,2000-2500 feet²,54.1 x 96.79 feet,11,2020-05-12
N4713839,43.89595,-79.29292,20 Warrington Way,Markham,Freehold Townhouse,899000,920000,3+1 Bedroom,4 Bathroom,1 Garage,4404,,-,2250 feet²,27.79 x 84.91 feet,9,2020-03-08
W4702684,43.64108,-79.44109,29 Sorauren Ave,Toronto,Semi-Detached,899900,1277000,3+1 Bedroom,2 Bathroom,0 Garage,4823,,-,1300 feet²,14.99 x 100.00 feet,5,2020-02-26
E4745366,43.74769,-79.2572,1 Shediac Rd,Scarborough,Detached,785000,805000,3+2 Bedroom,2 Bathroom,1 Garage,3293,,-,- feet²,53 x 188.16 feet,7,2020-04-20
C4669919,43.65334,-79.37933,Unit 5904 - 197 Yonge St,Toronto,Condo Apt,710000,710000,1 Bedroom,1 Bathroom,0 Garage,0,$298/month,-,500-599 feet²,,40,2020-01-16
E4733529,43.74105,-79.2047,145 Catalina Dr,Scarborough,Detached,799000,795000,4 Bedroom,2 Bathroom,1 Garage,3557,,-,1300 feet²,47.19 x 105.27 feet,41,2020-03-28
E4719500,43.84521,-79.11815,826 Primrose Crt,Pickering,Detached,1049990,980000,2+4 Bedroom,3 Bathroom,2 Garage,7811,,-,2250 feet²,164.24 x 96.60 feet,9,2020-03-12
E4715567,43.71361,-79.2998,124 Yardley Ave,Toronto,Detached,899900,1115000,3+2 Bedroom,2 Bathroom,1 Garage,3645,,-,1300 feet²,50 x 100.00 feet,6,2020-03-10
E4756111,43.68882,-79.35306,Unit 901 - 1145 Logan Ave,Toronto,Condo Apt,399000,428428,2 Bedroom,1 Bathroom,1 Garage,1311,$629/month,-,600-699 feet²,,8,2020-05-06
C4766090,43.69595,-79.39567,Unit 2404 - 1815 Yonge St,Toronto,Condo Apt,799000,807000,1+1 Bedroom,2 Bathroom,1 Garage,3419,$666/month,-,700-799 feet²,,8,2020-05-21
W4674548,43.56162,-79.71206,Unit 803 - 2545 Erin Centre Blvd,Mississauga,Condo Apt,479000,500000,1+1 Bedroom,2 Bathroom,2 Garage,2255,$775/month,-,800-899 feet²,,5,2020-01-23
W4739327,43.6238445,-79.4789958,Unit 3003 - 33 Shore Breeze Dr,Etobicoke,Condo Apt,759000,715000,2 Bedroom,2 Bathroom,1 Garage,2751,$602/month,0-5,800-899 feet²,,27,2020-04-08
W4737632,43.68105,-79.74551,118 Cornwall Rd,Brampton,Detached,699000,680000,3+1 Bedroom,2 Bathroom,1 Garage,4182,,-,900 feet²,50 x 114.00 feet,44,2020-04-05
W4680260,43.73015,-79.46609,Unit 57 - 68 Winston Park Blvd,North York,Condo Apt,549900,549900,1+1 Bedroom,2 Bathroom,1 Garage,2126,$404/month,-,800-899 feet²,,19,2020-01-31
W4766193,43.56484,-79.5746,1057 Roosevelt Rd,Mississauga,Detached,1125000,1095000,3+1 Bedroom,3 Bathroom,0 Garage,6180,,-,1100-1500 feet²,50 x 151.77 feet,8,2020-05-21
W4712883,43.62675,-79.49222,11A Brussels St,Etobicoke,Detached,1599988,1620013,3 Bedroom,4 Bathroom,1 Garage,6254,,-,2250 feet²,24.97 x 102.62 feet,12,2020-03-06
W4694039,43.7014456,-79.7517089,Unit 84 - 93 Hansen Rd N,Brampton,Condo Townhouse,429000,495000,3+1 Bedroom,1 Bathroom,1 Garage,2448,$408/month,-,1000-1199 feet²,,11,2020-02-16
W4669631,43.5367332,-79.8572675,Unit 102 - 1470 Main St E,Milton,Condo Apt,549900,550000,3 Bedroom,2 Bathroom,1 Garage,1980,$430/month,0-5,1200-1399 feet²,,7,2020-01-16
E4687545,43.81114,-79.26754,Unit 140 - 1131 Sandhurst Circ,Scarborough,Condo Townhouse,549000,565000,3+1 Bedroom,3 Bathroom,1 Garage,2267,$368/month,-,1200-1399 feet²,,1,2020-02-08
W4720984,43.7513493,-79.8344022,47 Valleybrook Cres,Caledon,Detached,1389800,1355000,5 Bedroom,5 Bathroom,2 Garage,6967,,0-5,3500-5000 feet²,41.44 x 120.40 feet,63,2020-03-12
W4744172,43.6973489,-79.5123437,Unit 406 - 1 Hickory Tree Rd,Toronto,Condo Apt,418900,418000,1+1 Bedroom,1 Bathroom,1 Garage,1073,$619/month,-,700-799 feet²,,25,2020-04-17
N4546641,43.89616,-79.24925,11 Wood Duck Island Way,Markham,Det Condo,889000,863988,2+1 Bedroom,3 Bathroom,Garage,4051,$822/month,-,1600-1799 feet²,,132,2019-08-14
W4685662,43.59358,-79.75862,6875 Estoril Rd,Mississauga,Semi-Detached,650000,731000,3+1 Bedroom,2 Bathroom,1 Garage,3825,,-,1100-1500 feet²,26.89 x 117.84 feet,6,2020-02-06
E4657645,43.89634,-79.02734,35 Elliottglen Dr,Ajax,Detached,780000,745000,4 Bedroom,3 Bathroom,1 Garage,5556,,6-15,2000-2500 feet²,32.51 x 85.30 feet,7,2019-12-27
C4691947,43.6366,-79.40482,Unit 2310 - 215 Fort York Blvd,Toronto,Condo Apt,845000,845000,2 Bedroom,2 Bathroom,1 Garage,2800,$672/month,-,800-899 feet²,,14,2020-02-13
W4707055,43.585,-79.55144,1021 Dixie Rd,Mississauga,Detached,749900,785000,2+1 Bedroom,1 Bathroom,1 Garage,4931,,-,1300 feet²,57.51 x 133.00 feet,3,2020-03-02
N4736912,43.88666,-79.31013,84 Brock Ave,Markham,Freehold Townhouse,979000,925000,3 Bedroom,3 Bathroom,1 Garage,4276,,-,1500-2000 feet²,24.61 x 90.26 feet,16,2020-04-03
W4709677,43.58344,-79.58949,578 Boismere Crt,Mississauga,Semi-Detached,799900,870000,4+1 Bedroom,3 Bathroom,0 Garage,4078,,-,1750 feet²,35.9 x 100.10 feet,2,2020-03-04
W4756073,43.64773,-79.48262,79 Mayfield Ave,Toronto,Detached,2899000,2790419,4+1 Bedroom,5 Bathroom,0 Garage,6145,,-,2750 feet²,29 x 108.00 feet,13,2020-05-07
W4680508,43.72771,-79.48255,Unit 809 - 2772 Keele St,North York,Condo Apt,549900,540000,2 Bedroom,2 Bathroom,1 Garage,1828,$574/month,-,800-899 feet²,,37,2020-01-28
C4631481,43.73886,-79.34433,Unit 116 - 1200 Don Mills Rd,North York,Condo Apt,929500,900000,2 Bedroom,2 Bathroom,1 Garage,2654,$861/month,-,1000-1199 feet²,,77,2019-11-07
C4663181,43.79011,-79.39275,Unit 1206 - 3237 Bayview Ave,North York,Condo Apt,540000,530000,2 Bedroom,2 Bathroom,1 Garage,0,$352/month,New,600-699 feet²,,9,2020-01-08
E4734289,43.82707,-79.14466,1512 Meldron Dr,Pickering,Detached,859000,845000,3 Bedroom,4 Bathroom,2 Garage,5802,,-,2250 feet²,40.03 x 108.27 feet,11,2020-03-30
W4701393,43.60971,-79.65314,81 Armdale Suite 34 Rd,Mississauga,Condo Townhouse,589990,601000,2 Bedroom,2 Bathroom,0 Garage,0,$289/month,New,1000-1199 feet²,,13,2020-02-25
W4678528,43.50487,-79.65349,2704 Constable Rd,Mississauga,Detached,899900,891000,3 Bedroom,3 Bathroom,2 Garage,4739,,-,1100-1500 feet²,52.7 x 120.00 feet,26,2020-01-29
W4743525,43.66337,-79.74079,32 Sheldrake Crt,Brampton,Detached,679800,650000,3+1 Bedroom,4 Bathroom,1 Garage,3928,,31-50,1500-2000 feet²,24.13 x 84.40 feet,28,2020-04-15
W4664712,43.65004,-79.7428,21 Dutch Cres E,Brampton,Freehold Townhouse,705000,692000,3+2 Bedroom,4 Bathroom,1 Garage,4397,,-,1500-2000 feet²,54.96 x 109.91 feet,7,2020-01-09
W4672956,43.71331,-79.75806,11 Cavalier Crt,Brampton,Detached,699800,735000,3 Bedroom,3 Bathroom,2 Garage,4243,,-,1500-2000 feet²,39.72 x 117.60 feet,6,2020-01-21
W4668818,43.53643,-79.6334,1986 Calgary Crt,Mississauga,Detached,1939900,1830000,4+2 Bedroom,5 Bathroom,2 Garage,10311,,-,3500-5000 feet²,75.33 x 144.98 feet,60,2020-01-15
W4674375,43.66614,-79.80943,15 Orangeblossom Tr,Brampton,Semi-Detached,789900,802100,4+1 Bedroom,3 Bathroom,1 Garage,4677,,-,1500-2000 feet²,24.77 x 100.07 feet,5,2020-01-23
W4644089,43.63767,-79.58344,Unit A6 - 296 Mill Rd,Etobicoke,Condo Apt,699000,675000,3 Bedroom,3 Bathroom,1 Garage,2898,$1486/month,-,2000-2249 feet²,,25,2019-11-28
W4732907,43.54787,-79.72031,Unit 10 - 5035 Oscar Peterson Blvd,Mississauga,Condo Townhouse,649000,645000,2 Bedroom,3 Bathroom,1 Garage,3102,$295/month,11-15,1200-1399 feet²,,37,2020-03-27
W4754182,43.6519156,-79.4496465,Unit 523 - 38 Howard Park Ave,Toronto,Condo Apt,1195000,1163000,2+1 Bedroom,3 Bathroom,1 Garage,0,$921/month,0-5,1200-1399 feet²,,17,2020-05-04
E4680783,43.8353087,-79.1444272,2015 Altona Rd,Pickering,Detached,679900,675000,3 Bedroom,1 Bathroom,1 Garage,3500,,-,1300 feet²,111 x 137.00 feet,14,2020-01-31
W4636880,43.66101,-79.75405,18 Copeland Rd,Brampton,Detached,749905,772500,4 Bedroom,4 Bathroom,2 Garage,4513,,-,2250 feet²,30.18 x 108.27 feet,52,2019-11-18
W4703537,43.6766,-79.80495,17 Sugarberry Dr,Brampton,Detached,870000,930000,4+2 Bedroom,4 Bathroom,2 Garage,5168,,6-15,2000-2500 feet²,36.09 x 100.07 feet,0,2020-02-27
W4649819,43.729279,-79.7739089,46 Kayak Hts N,Brampton,Freehold Townhouse,599000,595000,3 Bedroom,3 Bathroom,1 Garage,3804,,0-5,1750 feet²,18 x 78.83 feet,7,2019-12-07
W4713729,43.76049,-79.73454,65 Alaskan Summit Crt,Brampton,Detached,699900,770000,3+1 Bedroom,4 Bathroom,1 Garage,4156,,-,1750 feet²,28.05 x 114.54 feet,4,2020-03-07
W4755868,43.60967,-79.63801,348 Laurentian Ave,Mississauga,Detached,979800,925000,3+2 Bedroom,4 Bathroom,2 Garage,4731,,31-50,1500-2000 feet²,34.45 x 108.15 feet,12,2020-05-06
N4710524,43.89041,-79.24817,218 Fincham Ave,Markham,Detached,999900,1100000,4 Bedroom,4 Bathroom,2 Garage,5200,,-,2750 feet²,52.51 x 111.31 feet,21,2020-03-05
W4716728,43.52119,-79.62011,Unit Gr25 - 1575 Lakeshore Rd W,Mississauga,Condo Apt,629900,625000,2 Bedroom,1 Bathroom,1 Garage,1410,$40/month,-,700-799 feet²,,9,2020-03-10
W4761893,43.86252,-79.99273,2 Meadow Dr,Caledon,Detached,979000,990000,4 Bedroom,3 Bathroom,2 Garage,5648,,-,- feet²,134.97 x 265.31 feet,8,2020-05-14
E4658662,43.80949,-79.26637,Unit 405 - 30 Thunder Grve,Scarborough,Condo Apt,449900,460000,2+1 Bedroom,2 Bathroom,1 Garage,1605,$1014/month,-,1200-1399 feet²,,12,2020-01-02
E4694975,43.69069,-79.30053,16 Balfour Ave,Toronto,Freehold Townhouse,669000,870000,2 Bedroom,1 Bathroom,0 Garage,2544,,-,1300 feet²,12.43 x 100.00 feet,7,2020-02-18
W4649394,43.63895,-79.71763,327 Aspendale Cres,Mississauga,Freehold Townhouse,749900,749000,3 Bedroom,3 Bathroom,1 Garage,4143,$102/month,6-15,2000-2500 feet²,23.8 x 86.90 feet,11,2019-12-06
W4688024,43.70251,-79.84956,106 Roulette Cres,Brampton,Detached,1244900,1200000,4 Bedroom,4 Bathroom,2 Garage,7976,,0-5,3500-5000 feet²,55.71 feet,22,2020-02-10
N4709339,43.88741,-79.26466,44 Peter St,Markham,Detached,1150000,1150000,2 Bedroom,2 Bathroom,1 Garage,4851,,-,1300 feet²,66.01 x 133.62 feet,1,2020-03-04
W4746354,43.64661,-79.47611,23 Durie St,Toronto,Detached,1799000,1700000,3 Bedroom,2 Bathroom,1 Garage,6806,,31-50,2000-2500 feet²,25 x 94.50 feet,9,2020-04-21
W4714618,43.57044,-79.57012,Unit 103 - 1100 Caven St,Mississauga,Condo Apt,410000,480000,2 Bedroom,1 Bathroom,2 Garage,1591,$587/month,-,600-699 feet²,,6,2020-03-09
W4717957,43.71933,-79.73141,14 Horseshoe Crt,Brampton,Detached,599000,575000,3+1 Bedroom,2 Bathroom,0 Garage,3100,,51-99,1100-1500 feet²,25 x 60.00 feet,35,2020-03-10
W4621034,43.6854,-79.48583,1041 Weston Rd,Toronto,Freehold Townhouse,698800,680000,2+1 Bedroom,4 Bathroom,2 Garage,1971,,-,1750 feet²,15.5 x 90.00 feet,42,2019-10-30
W4746843,43.70318,-79.83464,11 Mendoza Dr,Brampton,Detached,889900,887000,4 Bedroom,3 Bathroom,2 Garage,5452,,-,2500-3000 feet²,44.95 x 80.38 feet,36,2020-04-22
N4690048,43.84517,-79.25692,48 Coleluke Lane,Markham,Link,778000,885000,3 Bedroom,4 Bathroom,1 Garage,3912,$50/month,6-15,- feet²,21.91 x 92.90 feet,7,2020-02-12
E4691720,43.75721,-79.2884,Unit 201 - 1483 Birchmount Rd,Scarborough,Condo Townhouse,499000,580000,2+1 Bedroom,2 Bathroom,1 Garage,2327,$356/month,0-5,900-999 feet²,,13,2020-02-13
N4711371,43.89002,-79.24629,119 Wootten Way N,Markham,Detached,1148000,1148000,4+2 Bedroom,5 Bathroom,2 Garage,4707,,-,2250 feet²,49.21 x 111.78 feet,64,2020-03-05
E4680345,43.73766,-79.26952,Unit 702 - 855 Kennedy Rd,Scarborough,Condo Apt,299900,352000,2 Bedroom,1 Bathroom,1 Garage,843,$587/month,-,900-999 feet²,,13,2020-01-30
C4688493,43.64081,-79.39435,Unit 211 - 25 Telegram Mews,Toronto,Condo Apt,498800,660000,1+1 Bedroom,1 Bathroom,0 Garage,1803,$271/month,-,500-599 feet²,,8,2020-02-10
W4698678,43.75433,-79.75516,54 Feather Reed Way,Brampton,Semi-Detached,699813,739000,3 Bedroom,3 Bathroom,1 Garage,4063,,-,1500-2000 feet²,22.31 x 104.99 feet,22,2020-02-21
N4732708,43.83319,-79.49447,320 Westway Cres,Vaughan,Detached,1299000,1230000,4+1 Bedroom,5 Bathroom,2 Garage,5946,,-,2750 feet²,37.62 x 82.12 feet,60,2020-03-27
N4675106,43.83536,-79.2776,188 Hertford Cres,Markham,Detached,998800,1083000,3+2 Bedroom,5 Bathroom,2 Garage,5479,,16-30,2250 feet²,32.48 x 110.00 feet,10,2020-01-24
C4633556,43.71117,-79.41969,279 Cortleigh Blvd,Toronto,Detached,3389000,3200000,4+1 Bedroom,4 Bathroom,2 Garage,14400,,-,3500-5000 feet²,60 x 134.00 feet,27,2019-11-12
C4606093,43.78349,-79.45816,501 Hidden Tr,North York,Detached,1398800,1360000,4+1 Bedroom,4 Bathroom,2 Garage,6580,,-,3000-3500 feet²,154 x 80.52 feet,113,2019-10-12
W4769468,43.6432,-79.527,Unit 713 - 2 Fieldway Rd,Etobicoke,Condo Apt,520000,515000,1 Bedroom,1 Bathroom,1 Garage,1829,$411/month,-,600-699 feet²,,9,2020-05-25
C4692293,43.6627943,-79.3790644,Unit 1018 - 85 Wood St,Toronto,Condo Apt,700000,680000,1+1 Bedroom,1 Bathroom,0 Garage,3860,$387/month,-,500-599 feet²,,3,2020-02-13
C4693025,43.64405,-79.3894,Unit 2502 - 300 Front St W,Toronto,Condo Apt,655000,660000,1 Bedroom,1 Bathroom,0 Garage,2549,$342/month,-,500-599 feet²,,5,2020-02-14
W4673539,43.62519,-79.5135,16 Parker Ave,Etobicoke,Detached,949999,935000,2 Bedroom,2 Bathroom,0 Garage,4079,,51-99,700-1100 feet²,40.5 x 102.20 feet,8,2020-01-22
W4641579,43.54066,-79.6152,1000 Indian Rd,Mississauga,Detached,1998000,1866700,5 Bedroom,4 Bathroom,2 Garage,14074,,31-50,3500-5000 feet²,114 x 318.60 feet,32,2019-11-25
N4661446,43.88044,-79.41482,18 Farmstead Rd,Richmond Hill,Detached,1550000,1446000,4 Bedroom,3 Bathroom,2 Garage,7032,,-,2750 feet²,34.45 x 110.00 feet,37,2020-01-06
W4767370,43.64544,-79.73402,14 Tumbleweed Tr,Brampton,Detached,860000,855000,3+2 Bedroom,4 Bathroom,1 Garage,4934,,16-30,1750 feet²,29.53 x 109.88 feet,5,2020-05-21
C4727826,43.71173,-79.39186,Unit 417 - 900 Mount Pleasant Rd,Toronto,Condo Apt,774000,765000,1+1 Bedroom,2 Bathroom,1 Garage,3016,$606/month,11-15,800-899 feet²,,5,2020-03-20
C4684068,43.67027,-79.38512,Unit Lph3 - 55 Bloor St E,Toronto,Condo Apt,790000,728000,2 Bedroom,2 Bathroom,1 Garage,2588,$819/month,-,700-799 feet²,,21,2020-02-05
C4645111,43.63883,-79.39884,Unit 1208 - 85 Queens Wharf Rd,Toronto,Condo Apt,485000,480000,0 Bedroom,1 Bathroom,0 Garage,1668,$270/month,0-5,0-499 feet²,,45,2019-11-29
E4674472,43.74984,-79.18977,260 Guildwood Pkwy,Scarborough,Detached,1189000,1150000,3 Bedroom,3 Bathroom,2 Garage,3923,,-,2250 feet²,75 x 121.00 feet,15,2020-01-23
N4730081,43.81848,-79.3997,6 Niles Way,Markham,Condo Townhouse,669000,665000,3 Bedroom,2 Bathroom,1 Garage,2586,$464/month,-,1000-1199 feet²,,14,2020-03-24
N4753843,43.8982,-79.31332,12 Trojan Cres,Markham,Detached,1418000,1335000,4+2 Bedroom,5 Bathroom,2 Garage,6135,,16-30,2500-3000 feet²,48 x 81.00 feet,15,2020-05-04
W4773697,43.51948,-79.83589,1421 Mcdermott Way,Milton,Freehold Townhouse,645000,672000,3 Bedroom,2 Bathroom,1 Garage,2798,,6-15,1100-1500 feet²,22.67 x 80.40 feet,5,2020-05-29
W4763770,43.7181715,-79.8314517,36 Golden Springs Dr,Brampton,Freehold Townhouse,739000,730000,4+1 Bedroom,4 Bathroom,1 Garage,4941,,-,1750 feet²,20.01 x 92.22 feet,1,2020-05-18
W4605604,43.65869,-79.92258,19 Academy Rd,Halton Hills,Duplex,690000,665000,4 Bedroom,2 Bathroom,6 Garage,2968,,-,- feet²,50 x 95.00 feet,69,2019-10-11
W4659077,43.6651341,-79.551283,23 Matthew Crt,Etobicoke,Freehold Townhouse,1199990,1150000,3+1 Bedroom,3 Bathroom,1 Garage,4800,,-,2000-2500 feet²,19.69 x 78.74 feet,14,2020-01-02
C4692413,43.64739,-79.39812,Unit 509 - 477 Richmond St W,Toronto,Condo Apt,999900,1185000,1 Bedroom,1 Bathroom,1 Garage,3562,$945/month,-,1200-1399 feet²,,5,2020-02-14
W4674324,43.76353,-79.8308839,22 Cirrus Cres,Caledon,Detached,1129900,1120000,4 Bedroom,4 Bathroom,2 Garage,5673,,0-5,3000-3500 feet²,43 x 111.38 feet,5,2020-01-23
C4722759,43.77806,-79.41578,Unit 1601 - 5500 Yonge St,North York,Condo Apt,499000,565000,1 Bedroom,1 Bathroom,1 Garage,1813,$403/month,New,500-599 feet²,,2,2020-03-16
O4666215,43.7358325,-79.347512,3199 William Coltson Ave,Oakville,Freehold Townhouse,898000,898000,4 Bedroom,4 Bathroom,2 Garage,0,$66/month,-,2250 feet²,20 feet,2,2020-01-13
N4731510,43.93946,-79.47233,51 Cider Cres,Richmond Hill,Link,849900,849900,3 Bedroom,4 Bathroom,1 Garage,3761,,-,- feet²,30 x 83.00 feet,27,2020-03-25
C4673016,43.73072,-79.32761,Unit 1809 - 7 Concorde Pl,North York,Condo Apt,424000,445000,1 Bedroom,1 Bathroom,1 Garage,1552,$429/month,-,600-699 feet²,,6,2020-01-21
W4659760,43.6255585,-79.4783351,Unit 510 - 59 Annie Craig Dr,Etobicoke,Condo Apt,592300,612000,2+1 Bedroom,2 Bathroom,1 Garage,2661,$492/month,-,700-799 feet²,,13,2020-01-03
C4713993,43.75612,-79.46114,272 Searle Ave,North York,Detached,1098000,1200000,4 Bedroom,2 Bathroom,1 Garage,4985,,-,1750 feet²,52 x 115.00 feet,11,2020-03-08
N4703912,43.90368,-79.23419,23 Chauncey Crt,Markham,Detached,1188000,1250000,4+1 Bedroom,6 Bathroom,2 Garage,5786,,-,2750 feet²,29.53 x 101.71 feet,18,2020-02-27
W4692509,43.8797,-79.74136,Unit 209 - 60 Ann St,Caledon,Condo Apt,514000,502500,1 Bedroom,2 Bathroom,1 Garage,2766,$522/month,6-10,700-799 feet²,,14,2020-02-14
C4634037,43.73679,-79.41894,175 Joicey Blvd,Toronto,Detached,2298888,2180000,4+1 Bedroom,4 Bathroom,1 Garage,9874,,-,2250 feet²,30.13 x 125.00 feet,65,2019-11-14
N4644766,43.90407,-79.45366,85 Cedarcrest Cres,Richmond Hill,Freehold Townhouse,999000,989500,4+1 Bedroom,5 Bathroom,2 Garage,5340,,-,2750 feet²,35.05 x 113.68 feet,12,2019-11-29
W4669168,43.72874,-79.63634,3754 Darla Dr,Mississauga,Semi-Detached,599000,740000,4+2 Bedroom,3 Bathroom,0 Garage,3200,,-,1750 feet²,23.09 x 160.21 feet,9,2020-01-16
W4709787,43.68906,-79.82647,78 Trudelle Cres,Brampton,Detached,849900,860000,3+1 Bedroom,4 Bathroom,2 Garage,4580,,-,1750 feet²,36.09 x 85.30 feet,4,2020-03-04
C4731191,43.63828,-79.41512,Unit 913 - 85 East Liberty St,Toronto,Condo Apt,659900,664000,1+1 Bedroom,2 Bathroom,1 Garage,2271,$450/month,6-10,700-799 feet²,,52,2020-03-23
C4634738,43.70098,-79.37791,597 Balliol St,Toronto,Detached,1049000,1015000,2 Bedroom,1 Bathroom,0 Garage,3928,,-,1300 feet²,16.83 x 100.00 feet,34,2019-11-14
C4666362,43.6372,-79.40352,Unit 1605 - 35 Bastion St,Toronto,Condo Apt,639000,643000,1+1 Bedroom,1 Bathroom,1 Garage,2100,$476/month,-,600-699 feet²,,1,2020-01-13
E4727118,43.82001,-79.28884,49 Radwell Cres,Scarborough,Freehold Townhouse,599000,735000,3 Bedroom,2 Bathroom,1 Garage,2722,,-,1300 feet²,20.1 x 110.00 feet,3,2020-03-19
W4707239,43.6220932,-79.4820723,Unit 607 - 2212 Lake Shore Blvd W,Etobicoke,Condo Apt,499000,580000,1 Bedroom,1 Bathroom,1 Garage,1583,$386/month,0-5,500-599 feet²,,8,2020-03-02
C4667256,43.77729,-79.33668,Unit 2110 - 5 Old Sheppard Ave,North York,Condo Apt,549000,523000,2+1 Bedroom,2 Bathroom,1 Garage,1535,$1006/month,-,1000-1199 feet²,,9,2020-01-14
C4685284,43.70901,-79.37407,30 Parkhurst Blvd,Toronto,Detached,3749900,3500000,4+1 Bedroom,5 Bathroom,1 Garage,14398,,-,3500-5000 feet²,35.01 x 130.00 feet,46,2020-02-06
W4726757,43.60933,-79.55752,Unit 1811 - 215 Sherway Gardens Rd,Etobicoke,Condo Apt,539900,537900,1+1 Bedroom,1 Bathroom,1 Garage,1825,$430/month,-,600-699 feet²,,11,2020-03-19
N4681320,43.79465,-79.52903,Unit 2308 - 100 New Park Pl,Vaughan,Condo Apt,588000,580000,2+1 Bedroom,2 Bathroom,0 Garage,0,-,New,600-699 feet²,,25,2020-02-01
W4666219,43.70773,-79.83072,1 Clovercrest Dr,Brampton,Detached,659900,681000,2+1 Bedroom,3 Bathroom,1 Garage,4114,,-,1750 feet²,40.29 x 85.40 feet,12,2020-01-13
W4761553,43.67069,-79.44904,Unit 49 - 45 Foundry Ave,Toronto,Condo Townhouse,738888,736000,3 Bedroom,2 Bathroom,1 Garage,2410,$394/month,-,1000-1199 feet²,,1,2020-05-14
W4730401,43.61828,-79.50289,69 Hay Ave,Etobicoke,Detached,889000,865000,3+3 Bedroom,2 Bathroom,1 Garage,4200,,-,1300 feet²,35 x 116.33 feet,18,2020-03-22
W4712286,43.68637,-79.57031,5 Ingleport Pl,Etobicoke,Detached,1085000,1059000,3+1 Bedroom,2 Bathroom,1 Garage,3554,,-,1750 feet²,33.54 x 120.90 feet,65,2020-03-06
E4725781,43.77933,-79.28145,Unit 2218 - 181 Village Green Sq,Scarborough,Condo Apt,499000,495000,2 Bedroom,1 Bathroom,1 Garage,1771,$493/month,-,600-699 feet²,,26,2020-03-18
